Account name,Domain,From,static/dynamic link,no-follow,Phone,Email,Primary Contact,Project,Role
Gminna Biblioteka Publiczna w Samsonowie ,www.gbp-samsonow.pl,www.gbp-samsonow.pl,static,,,,,GW,SEO
Gminna Biblioteka Publiczna im. Jana Pawła II w Mierzęcicach,www.bibliotekamierzecice.blogspot.com ,www.bibliotekamierzecice.blogspot.com ,static,,,,,GW,SEO
Miejska Biblioteka Publiczna im. J. Ligonia w Świętochłowicach,www.mbp.swietochlowice.pl,www.mbp.swietochlowice.pl,static,,,,,GW,SEO
"Stowarzyszenie Pomocy Chorym Onkologicznie ""Różowe Okulary""",http://www.rozoweokulary.org.pl/,http://www.rozoweokulary.org.pl/,static,,,,,GW,SEO
Biblioteka Główna Kujawsko-Pomorskiej Szkoły Wyższej w Bydgoszczy,http://kpsw.edu.pl/uczelnia/biblioteka,http://kpsw.edu.pl/uczelnia/biblioteka,static,,,,,GW,SEO
Biblioteka Polsko-Japońskiej Akademii Technik Komputerowych,http://www.pja.edu.pl,http://www.pja.edu.pl/biblioteka/e-ksiazki-i-e-czasopisma,static,,,,,GW,SEO
Gminna Biblioteka Publiczna w Dalikowie,404,http://bibliotekadalikow.pl/,static,,,,,GW,SEO
Szczecińskie Towarzystwo Kształcenia Artystycznego,http://artmuzyka.pl/,http://artmuzyka.pl/cms/44293/pitaxpl_,static,,,,,GW,SEO
Gminna Biblioteka Publiczna w Starym Brusie,www.bibliotekastarybrus.blogspot.com,www.bibliotekastarybrus.blogspot.com,static,,,,,GW,SEO
FUNDACJA POKOLENIA POKOLENIOM,http://pokolenia-pokoleniom.org/,http://pokolenia-pokoleniom.org/partnerzy-projektow-edukacyjnych/,static,,,,,GW,SEO
Zespół Szkół nr 1 im. Powstańców Śląskich w Rybniku,http://zs1.rybnik.pl/,zs1.rybnik.pl,static,,,,,GW,SEO
Miejska Biblioteka Publiczna im. Jerzego Fusieckiego w Zabrzu,https://www.biblioteka.zabrze.pl/,https://www.biblioteka.zabrze.pl,static,,,,,GW,SEO
Dr clown,https://www.drclown.pl/,https://www.drclown.pl/o-fundacji/pomagaja-nam,static,,,,,GW,SEO
Polskie Stowarzyszenie Mykologów Budownictwa,http://www.psmb.wroclaw.pl/,http://www.psmb.wroclaw.pl/wspolpracujemy-z-pitax-pl-latwe-podatki,static,,,,,GW,SEO
Miejsko - Powiatowa Biblioteka Publiczna w Rypinie,http://biblioteka-rypin.pl/,http://biblioteka-rypin.pl/aktualnosci,static,,,,,GW,SEO
Oddział Wielkopolski Stowarzyszenia Zastępczego Rodzicielstwa,http://rodzicezastepczy.pl/,http://rodzicezastepczy.pl/,static,,,,,GW,SEO
"Polskie Stowarzyszenie na Rzecz Edukacji i Integracji ""TACY SAMI""",www.gss.edu.pl,www.gss.edu.pl,static,,,,,GW,SEO
Gminna Biblioteka Publiczna w Ujeździe,www.biblioteka-ujazd.pl,www.biblioteka-ujazd.pl,static,,,,,GW,SEO
Lubelskie Stowarzyszenie Alliance Française,http://www.alliance-francaise.pl/,http://www.alliance-francaise.pl/lublin/pl/pitaxpl-latwe-podatki,static,,,,,GW,SEO
Polskie Towarzystwo Mineralogiczne,http://ptmin.pl/,http://ptmin.pl/pl/support,static,,,,,GW,SEO
"Fundacja na rzecz oświaty i integracji ""Równajmy szanse""",http://www.rownajmyszanse.pl,http://www.rownajmyszanse.pl,static,,,,,GW,SEO
Biblioteka Uniwersytecka KUL,http://www.bu.kul.pl/,http://www.bu.kul.pl/art_80120.html,static,,,,,GW,SEO
Biblioteka Publiczna w Białym Borze,www.bialybor.naszabiblioteka.com,www.bialybor.naszabiblioteka.com,static,,,,,GW,SEO
Wyższa Szkoła Biznesu i Przedsiębiorczości w Ostrowcu Św.,http://www.wsbip.edu.pl/,http://www.wsbip.edu.pl/biblioteka/,static,,,,,GW,SEO
Fundacja BURSZTYNOWYM SZLAKIEM,www.bursztynowym.pl,www.bursztynowym.pl,static,,,,,GW,SEO
Stowarzyszenie Lifelong Learning,http://lifelong-learning.pl/,http://lifelong-learning.pl/,static,,,,,GW,SEO
Ośrodek Kulturalno-Historyczny BELDONEK - Pałac Wielopolskich w Chrobrzu,404,www.beldonek.pl,static,,,,,GW,SEO
Stowarzyszenie UNICORN,www.unicorn.org.pl,www.unicorn.org.pl,static,,,,,GW,SEO
Fundacja Dziewczynka z zapałkami,www.dzz.org.pl,www.dzz.org.pl,static,,,,,GW,SEO
Stowarzyszenie Sąsiedzi dla Wesołej,http://www.sasiedzidlawesolej.org/,http://www.sasiedzidlawesolej.org/aktualno%C5%9Bci,static,,,,,GW,SEO
"Fundacja ""Czemu Nie?!""",http://czemunie.pl/,www.czemunie.pl,static,,,,,GW,SEO
Gminna Biblioteka Publiczna w Osinie,http://bibliotekaosina.pl/,bibliotekaosina.pl,static,,,,,GW,SEO
Bursa Szkół Artystycznych w Opolu,http://bsa.opole.pl/,www.bsa.opole.pl,static,,,,,GW,SEO
Fundacja Ekspert - Kujawy ,http://fundacja.ekspert-kujawy.pl/,http://fundacja.ekspert-kujawy.pl/,static,,,,,GW,SEO
Zespół Szkół im. T. Kościuszki,www.zslobez.pl,www.zslobez.pl,static,,,,,GW,SEO
Zespół Szkół nr 1 w Płocku,www.krzywousty.pl,www.krzywousty.pl,static,,,,,GW,SEO
Stowarzyszenie Sanocki Ekonomik,http://www.ekonomik.sanok.pl/,http://www.ekonomik.sanok.pl/,static,,,,,GW,SEO
Gminna Biblioteka Publiczna w Kluszkowcach,gbp-kluszkowce.pl,gbp-kluszkowce.pl,static,,,,,GW,SEO
Biblioteka Publiczna Miasta i Gminy Bystrzyca Kłodzka,www.biblioteka.bystrzyca.pl,www.biblioteka.bystrzyca.pl,static,,,,,GW,SEO
Ośrodek Doskonalenia Nauczycieli,www.odn.zgora.pl,www.odn.zgora.pl,static,,,,,GW,SEO
Stowarzyszenie na Rzecz Walki z Chorobami Nowotworowymi SANITAS,http://sanitas.sanok.pl/partnerzy.html,http://sanitas.sanok.pl/partnerzy.html,static,,,,,GW,SEO
IAA Polska. Międzynarodowe Stowarzyszenie Reklamy,www.iaa.org.pl,www.iaa.org.pl,static,,,,,GW,SEO
Fundacja Ratuj Życie,http://fundacjaratujzycie.eu/przyjaciele-fundacji/,http://fundacjaratujzycie.eu/przyjaciele-fundacji/,static,,,,,GW,SEO
Młodzieżowy Ośrodek Socjoterapii Nr 4 w Łodzi,http://www.wikom.pl/mos4lodz/?url=podziekowania/elektroniczne-wydanie-gw-dzieki-pitaxpl.html,http://www.wikom.pl/mos4lodz/?url=podziekowania/elektroniczne-wydanie-gw-dzieki-pitaxpl.html,static,,,,,GW,SEO
Forum Turystyki,http://www.forumturystyki.pl,http://www.forumturystyki.pl,static,,,,,GW,SEO
Młodzieżowy Ośrodek Wychowawczy nr 3 w Łodzi,http://mow3.szkoly.lodz.pl/,http://mow3.szkoly.lodz.pl/,static,,,,,GW,SEO
"Stowarzyszenie ""Żuławy Gdańskie""",www.zulawy.org,www.zulawy.org,static,,,,,GW,SEO
"Zespół Szkół, CKU w Gronowie",http://www.zsgronowo.edu.pl/,http://www.zsgronowo.edu.pl/,static,,,,,GW,SEO
"Fundacja Wspierania Organizacji Pozarządowych ""Umbrella""",http://www.sektor3.wroclaw.pl/oferta-wsparcia/zacznij-z-nami-wspolprace/,http://www.sektor3.wroclaw.pl/oferta-wsparcia/zacznij-z-nami-wspolprace/,static,,,,,GW,SEO
I Liceum Ogólnokształcące im. Hugona Kołłątaja w Krotoszynie,www.liceumkollataj.edu.pl,www.liceumkollataj.edu.pl,static,,,,,GW,SEO
Zakład Poprawczy w Barczewie,www.barczewo.zp.gov.pl,www.barczewo.zp.gov.pl,static,,,,,GW,SEO
Zespół Szkół WZDZ w Świnoujściu,http://www.wzdz.pl/?page=swinoujscie-szkola-main&id_article=443,http://www.wzdz.pl/?page=swinoujscie-szkola-main&id_article=443,static,,,,,GW,SEO
"Stowarzyszenie ""EKOSKOP""",http://ekoskop.rzeszow.pl/,http://ekoskop.rzeszow.pl/,static,,,,,GW,SEO
Zespół Szkół Społecznych nr 1 w Tarnobrzegu,www.zss1.tarnobrzeg.pl,www.zss1.tarnobrzeg.pl,static,,,,,GW,SEO
Control - Audyty Bezpieczeństwa Dariusz Alama,http://audyty-bezpieczenstwa.pl/#partnerzy,http://audyty-bezpieczenstwa.pl/#partnerzy,static,,,,,GW,SEO
Biblioteka Publiczna w Brześciu Kujawskim,http://www.biblioteka.brzesckujawski.pl/index.php/1089-prenumerata-gazety-wyborczej,http://www.biblioteka.brzesckujawski.pl/index.php/1089-prenumerata-gazety-wyborczej,static,,,,,GW,SEO
"Fundacja ""Żyć Godnie""",http://www.zycgodnie.pl/,http://www.zycgodnie.pl/,static,,,,,GW,SEO
III Prywatne Liceum Ogólnokształcące ,www.som.edu.pl,www.som.edu.pl,static,,,,,GW,SEO
Stowarzyszenie Miłośników Kultury Ludowej,www.gok.czeremcha.pl,www.gok.czeremcha.pl,static,,,,,GW,SEO
III Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie w Świdnicy,http://www.lo3.net.pl/,http://www.lo3.net.pl/,static,,,,,GW,SEO
Liceum Ogólnokształcące im. Marszałka J. Piłsudskiego w Słupcy,loslupca.pl,loslupca.pl,static,,,,,GW,SEO
Terapeutyczny Zespół Szkolno-Przedszkolny „Czyż”,http://www.czyz.edu.pl/,http://www.czyz.edu.pl/,static,,,,,GW,SEO
Zespół Szkół Mechanicznych im. Wł. Sikorskiego w Kielcach,http://zsmkielce.pl/index.php/biblioteka.html,http://zsmkielce.pl/index.php/biblioteka.html,static,,,,,GW,SEO
"Dolnośląskie Stowarzyszenie na Rzecz Osób z Zespołem Downa ""Razem""",http://www.stowarzyszenie-razem.org/,http://www.stowarzyszenie-razem.org/,static,,,,,GW,SEO
Fundacja Jesień na Letniej,http://www.jesiennaletniej.pl/,http://www.jesiennaletniej.pl/,static,,,,,GW,SEO
Gołdapskie Stowarzyszenie Honorowych Dawców Krwi,www.hdkgoldap.org,www.hdkgoldap.org,static,,,,,GW,SEO
Szkoła Podstawowa Nr 3 im.Juliusza Słowackiego w Kaliszu,szkolapodstawowa3.kalisz.pl,szkolapodstawowa3.kalisz.pl,static,,,,,GW,SEO
Centrum Edukacyjne Sp. z o. o.,www.przedszkole.zielona11.pl,www.przedszkole.zielona11.pl,static,,,,,GW,SEO
Biuro Obsługi Ruchu Turystycznego PTTK Oddział Poznański,http://bort.pl/blog/,http://bort.pl/blog/,static,,,,,GW,SEO
"Techniczne Zakłady Naukowe im gen. Władysława Sikorskiego w Częstochowie
ul. Jasnogórska 84/90",www.tzn.edu.pl,www.tzn.edu.pl,static,,,,,GW,SEO
Zespół Szkół nr 6 we Wroclawiu,zs6.wroc.pl,zs6.wroc.pl,static,,,,,GW,SEO
Gimnazjum nr 3 im. Henryka Sienkiewicza w Będzinie,www.gim3.bedzin.lap.pl,www.gim3.bedzin.lap.pl,static,,,,,GW,SEO
Zespół Szkół Plastycznych im. Jacka Malczewskiego,http://plsp.ids.czest.pl/news.php ,http://plsp.ids.czest.pl/news.php ,static,,,,,GW,SEO
Zespół Szkół Ponadgimnazjalnych,www.zspbytow.pl,www.zspbytow.pl,static,,,,,GW,SEO
Zespół Szkolno-Przedszkolny w Purdzie,szkola.purda.pl,szkola.purda.pl,static,,,,,GW,SEO
Stowarzyszenie na rzecz Innowacji Społecznych NOVUM,www.stowarzyszenienovum.wordpress.com,www.stowarzyszenienovum.wordpress.com,static,,,,,GW,SEO
Stowarzyszenie MANKO,www.glosseniora.pl,www.glosseniora.pl,static,,,,,GW,SEO
Zespół Szkół Elektronicznych i Samochodowych w Zielonej Górze,http://zseis.zgora.pl/,http://zseis.zgora.pl/,static,,,,,GW,SEO
Frodo,,,static,,,,,GW,SEO
