,UrlToCrawl,LinkToFind,Http Status,Account Name
,http://crl.org.pl/kategorie/1-procent,https://www.pitax.pl/rozlicz/0000332814/?cel=centrumrozwoju,,Centrum Rozwoju Lokalnego
,http://crl.org.pl/kategorie/1-procent,https://www.pitax.pl/rozlicz/0000332814/?cel=centrumrozwoju,,Centrum Rozwoju Lokalnego
,http://crl.org.pl/kategorie/1-procent,https://www.iwop.pl/,,Centrum Rozwoju Lokalnego
,http://crl.org.pl/kategorie/1-procent,https://www.pitax.pl/,,Centrum Rozwoju Lokalnego
,http://szkolaskala.edu.pl/,https://www.pitax.pl/krs/0000361743/,,"Bielskie Stowarzyszenie Wspierania Edukacji i Rodziny ""Światło"
,http://szkolaskala.edu.pl/,https://www.pitax.pl/krs/0000361743/,,"Bielskie Stowarzyszenie Wspierania Edukacji i Rodziny ""Światło"
,http://szkolaskala.edu.pl/,"""https://www.pitax.pl/",,"Bielskie Stowarzyszenie Wspierania Edukacji i Rodziny ""Światło"
,http://szkolaskala.edu.pl/,https://www.iwop.pl/,,"Bielskie Stowarzyszenie Wspierania Edukacji i Rodziny ""Światło"
,http://www.crl.org.pl,https://www.pitax.pl/rozlicz/0000332814/?cel=centrumrozwoju,,Centrum Rozwoju Lokalnego
,http://crl.org.pl/kategorie/1-procent,https://www.pitax.pl/rozlicz/0000332814/?cel=centrumrozwoju,,Centrum Rozwoju Lokalnego
,http://crl.org.pl/kategorie/1-procent,https://www.pitax.pl/,,Centrum Rozwoju Lokalnego
,http://crl.org.pl/kategorie/1-procent,https://www.iwop.pl/,,Centrum Rozwoju Lokalnego
,http://www.fundacja-radosc.pl,https://www.pitax.pl/pobierz?krs=0000245205,,Chrześcijańska Fundacja Radość
,http://www.fundacja-radosc.pl/przekaz-jeden-procent-podatku,https://www.pitax.pl/rozlicz?,,Chrześcijańska Fundacja Radość
,http://www.fundacja-radosc.pl/przekaz-jeden-procent-podatku,https://www.pitax.pl/pobierz?krs=0000245205,,Chrześcijańska Fundacja Radość
,http://www.fundacja-radosc.pl/przekaz-jeden-procent-podatku,https://www.pitax.pl/pobierz?krs=0000245205,,Chrześcijańska Fundacja Radość
,http://www.fundacja-radosc.pl/przekaz-jeden-procent-podatku,https://www.pitax.pl/krs/0000245205,,Chrześcijańska Fundacja Radość
,http://www.fundacja-radosc.pl/przekaz-jeden-procent-podatku,https://www.pitax.pl/krs/0000245205,,Chrześcijańska Fundacja Radość
,http://www.fundacja-radosc.pl/przekaz-jeden-procent-podatku,https://www.pitax.pl/krs/0000245205/,,Chrześcijańska Fundacja Radość
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/rozlicz/0000320274/?cel=Crazy%20Kids,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/pobierz/0000320274/,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.iwop.pl/,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/rozlicz/0000320274/?cel=Crazy%20Kids,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/opp/zestaw-formularzy-pit-dla-opp/?krs=0000320274,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/pobierz/0000320274/,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.iwop.pl/,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.nowepokolenie.org.pl,https://www.pitax.pl/,,Chrześcijańskie Stowarzyszenie Dzieci i Młodzieży Nowe Pokolenie
,http://www.czerwonenoski.pl,https://www.pitax.pl/rozlicz/0000428469/,,Czerwone Noski Klown w Szpitalu
,http://www.czerwonenoski.pl/mozeszpomoc/1procent/#.WpGvDxPOW8U,https://www.pitax.pl/rozlicz/0000428469/,,Czerwone Noski Klown w Szpitalu
,http://www.czerwonenoski.pl/mozeszpomoc/1procent/#.WpGvDxPOW8U,https://www.pitax.pl/krs/0000428469,,Czerwone Noski Klown w Szpitalu
,http://www.czerwonenoski.pl/mozeszpomoc/1procent/#.WpGvDxPOW8U,https://www.pitax.pl/,,Czerwone Noski Klown w Szpitalu
,http://www.czerwonenoski.pl/mozeszpomoc/1procent/#.WpGvDxPOW8U,https://www.iwop.pl/,,Czerwone Noski Klown w Szpitalu
,http://www.autyzm.czest.pl/,http://www.pitax.pl/krs/0000098534/,,Częstochowskie Stowarzyszenie Pomocy Osobom z Problemami Autyzmu
,http://www.autyzm.czest.pl/,https://www.pitax.pl/,,Częstochowskie Stowarzyszenie Pomocy Osobom z Problemami Autyzmu
,http://www.autyzm.czest.pl/,https://www.iwop.pl/,,Częstochowskie Stowarzyszenie Pomocy Osobom z Problemami Autyzmu
,www.autyzm.czest.pl/przekaz-1-dla-naszego-stowarzyszenia/,http://www.pitax.pl/krs/0000098534/,,Częstochowskie Stowarzyszenie Pomocy Osobom z Problemami Autyzmu
,www.autyzm.czest.pl/przekaz-1-dla-naszego-stowarzyszenia/,https://www.pitax.pl/,,Częstochowskie Stowarzyszenie Pomocy Osobom z Problemami Autyzmu
,www.autyzm.czest.pl/przekaz-1-dla-naszego-stowarzyszenia/,https://www.iwop.pl/,,Częstochowskie Stowarzyszenie Pomocy Osobom z Problemami Autyzmu
,http://www.pkuwroc.pl,http://www.pitax.pl/krs/0000062454,,Dolnośląskie Koło Przyjaciół Dzieci z Fenyloketonurią
,http://pkuwroc.pl/podaruj-nam-1-krs-0000062454/,http://www.pitax.pl/krs/0000062454,,Dolnośląskie Koło Przyjaciół Dzieci z Fenyloketonurią
,pkuwroc.pl/category/aktualnosci/informacje/,http://www.pitax.pl/krs/0000062454,,Dolnośląskie Koło Przyjaciół Dzieci z Fenyloketonurią
,pkuwroc.pl/category/aktualnosci/informacje/,http://www.pitax.pl,,Dolnośląskie Koło Przyjaciół Dzieci z Fenyloketonurią
,pkuwroc.pl/category/aktualnosci/informacje/,http://www.pitax.pl/krs/0000062454,,Dolnośląskie Koło Przyjaciół Dzieci z Fenyloketonurią
,http://www.return-wroclaw.pl/,https://www.pitax.pl/krs/0000063112/,,Dolnośląskie Stowarzyszenie Psychoprofilaktyczne Return
,http://www.return-wroclaw.pl/kontakt,https://www.pitax.pl/krs/0000063112/,,Dolnośląskie Stowarzyszenie Psychoprofilaktyczne Return
,http://www.return-wroclaw.pl/kontakt,https://www.iwop.pl/,,Dolnośląskie Stowarzyszenie Psychoprofilaktyczne Return
,http://www.return-wroclaw.pl/kontakt,https://www.pitax.pl/,,Dolnośląskie Stowarzyszenie Psychoprofilaktyczne Return
,http://seniorzy-hipokamp.pl/,http://www.pitax.pl/rozlicz/0000375766/,,Edukacyjne Centrum Integracji Międzypokoleniowej Hipokamp
,http://seniorzy-hipokamp.pl/,http://www.iwop.pl,,Edukacyjne Centrum Integracji Międzypokoleniowej Hipokamp
,http://seniorzy-hipokamp.pl/,http://www.pitax.pl,,Edukacyjne Centrum Integracji Międzypokoleniowej Hipokamp
,http://seniorzy-hipokamp.pl/,http://www.pitax.pl,,Edukacyjne Centrum Integracji Międzypokoleniowej Hipokamp
,http://seniorzy-hipokamp.pl/,http://www.iwop.pl,,Edukacyjne Centrum Integracji Międzypokoleniowej Hipokamp
,http://esbetel.pl/,https://www.pitax.pl/krs/0000373147,,Ewangelickie Stowarzyszenie Betel
,http://esbetel.pl/,https://www.pitax.pl/krs/0000373147,,Ewangelickie Stowarzyszenie Betel
,http://esbetel.pl/,https://www.pitax.pl/krs/0000373147,,Ewangelickie Stowarzyszenie Betel
,http://esbetel.pl/,http://www.pitax.pl,,Ewangelickie Stowarzyszenie Betel
,http://www.fundacja-alfa.sektor3.wroclaw.pl,http://www.pitax.pl/rozlicz/?krs=0000194226,,Fundacja Alfa
,http://www.fundacjaalfa.pl/site/aktualnosci/n/1/n/1.html,http://www.pitax.pl/rozlicz/?krs=0000194226,,Fundacja Alfa
,www.fundacjaalfa.pl/site/aktualnosci/n/1/n/1.html,https://www.pitax.pl,,Fundacja Alfa
,www.fundacjaalfa.pl/site/aktualnosci/n/1/n/1.html,https://www.iwop.pl/,,Fundacja Alfa
,http://fundacja-arka.org,https://www.pitax.pl/krs/0000294020/,,Fundacja Arka Bydgoszcz
,http://fundacja-arka.org,https://www.pitax.pl,,Fundacja Arka Bydgoszcz
,http://fundacja-arka.org,https://www.iwop.pl/,,Fundacja Arka Bydgoszcz
,http://www.fundacjacantito.pl/1procent,https://www.pitax.pl/rozlicz/?krs=0000424570,,Fundacja Artystyczna Cantito
,http://www.fundacjacantito.pl/1procent,https://www.pitax.pl/pobierz/?krs=0000424570,,Fundacja Artystyczna Cantito
,http://www.fundacjacantito.pl/1procent,https://www.pitax.pl/,,Fundacja Artystyczna Cantito
,http://www.fundacjabieszczadzka.org,https://www.pitax.pl/krs/0000180514/,,Fundacja Bieszczadzka
,http://www.fundacjabieszczadzka.org,https://www.pitax.pl/,,Fundacja Bieszczadzka
,https://dzwoneknaobiad.pl/przekaz-1/,https://www.pitax.pl/pobierz/0000445363/,,Fundacja Być Bardziej
,https://dzwoneknaobiad.pl/przekaz-1/,https://www.pitax.pl/rozlicz/0000445363/,,Fundacja Być Bardziej
,https://dzwoneknaobiad.pl/przekaz-1/,https://www.pitax.pl/,,Fundacja Być Bardziej
,https://dzwoneknaobiad.pl/przekaz-1/,https://www.iwop.pl/,,Fundacja Być Bardziej
,https://dzwoneknaobiad.pl/glowna/,"""https://www.pitax.pl/krs/0000445363",,Fundacja Być Bardziej
,https://dzwoneknaobiad.pl/glowna/,https://www.pitax.pl/,,Fundacja Być Bardziej
,https://dzwoneknaobiad.pl/glowna/,https://www.iwop.pl/,,Fundacja Być Bardziej
,http://www.daj-szanse.eu,https://www.pitax.pl/krs/0000015435/,,Fundacja Daj Szansę
,daj-szanse.eu/?page_id=322,https://www.iwop.pl/,,Fundacja Daj Szansę
,daj-szanse.eu/?page_id=322,https://www.pitax.pl/,,Fundacja Daj Szansę
,daj-szanse.eu/?page_id=322,https://www.pitax.pl/krs/0000015435/,,Fundacja Daj Szansę
,fundacja-gniazdo.org,https://www.pitax.pl/rozlicz/0000082224/,,Fundacja dla Ludzi Potrzebujących Pomocy Gniazdo
,fundacja-gniazdo.org,https://www.pitax.pl/krs/formularze/0000082224/,,Fundacja dla Ludzi Potrzebujących Pomocy Gniazdo
,fundacja-gniazdo.org,https://www.pitax.pl/,,Fundacja dla Ludzi Potrzebujących Pomocy Gniazdo
,http://fundacja-gniazdo.org/index.php?id=1procent,https://www.pitax.pl/rozlicz/0000082224/,,Fundacja dla Ludzi Potrzebujących Pomocy Gniazdo
,http://fundacja-gniazdo.org/index.php?id=1procent,https://www.pitax.pl/krs/formularze/0000082224/,,Fundacja dla Ludzi Potrzebujących Pomocy Gniazdo
,http://www.fundacjadlawolnosci.org/,https://www.pitax.pl/rozlicz/0000224819/,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/,https://www.pitax.pl/,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/,https://www.iwop.pl/,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/rozlicz/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/rozlicz/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/rozlicz/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/rozlicz/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/pobierz/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/krs/pobierz/0000224819,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.pitax.pl/,,Fundacja dla Wolności
,http://www.fundacjadlawolnosci.org/1-procent/,https://www.iwop.pl/,,Fundacja dla Wolności
,http://www.zyciacud.pl,https://www.pitax.pl/krs/0000409179,,Fundacja Dla Życia i Rodziny im. Jana Pawła II
,http://www.zyciacud.pl,https://www.pitax.pl/krs/0000409179,,Fundacja Dla Życia i Rodziny im. Jana Pawła II
,http://www.zyciacud.pl,https://www.pitax.pl/,,Fundacja Dla Życia i Rodziny im. Jana Pawła II
,http://www.fundusznataliipartyki.pl/przekaz-swoj-1-na-fundusz-natalii-partyki/,https://www.pitax.pl/rozlicz/0000329778/?cel=Fundusz%20Natalii%20Partyki,,Fundacja Dobra Sieć
,http://www.fundusznataliipartyki.pl/przekaz-swoj-1-na-fundusz-natalii-partyki/,https://www.pitax.pl/pobierz/0000329778/,,Fundacja Dobra Sieć
,http://www.fundusznataliipartyki.pl/przekaz-swoj-1-na-fundusz-natalii-partyki/,https://www.pitax.pl/,,Fundacja Dobra Sieć
,http://www.fundusznataliipartyki.pl/przekaz-swoj-1-na-fundusz-natalii-partyki/,https://www.iwop.pl/,,Fundacja Dobra Sieć
,http://www.fundacjadobryduszek.pl,https://www.pitax.pl/rozlicz/0000239253/,,Fundacja Dobry Duszek
,http://www.fundacjadobryduszek.pl,https://www.pitax.pl/,,Fundacja Dobry Duszek
,http://www.domnaskale.org.pl/,https://www.pitax.pl/rozlicz/0000248232/,,Fundacja Dom na Skale
,http://www.domnaskale.org.pl/,https://www.pitax.pl/pobierz/0000248232/,,Fundacja Dom na Skale
,http://www.domnaskale.org.pl/,http://www.pitax.pl,,Fundacja Dom na Skale
,http://gardens.home.pl/autoinstalator/wordpress3/1-procent-2/,https://www.pitax.pl/pobierz/0000248232/,,Fundacja Dom na Skale
,http://gardens.home.pl/autoinstalator/wordpress3/1-procent-2/,https://www.pitax.pl/rozlicz/0000248232/,,Fundacja Dom na Skale
,http://gardens.home.pl/autoinstalator/wordpress3/1-procent-2/,https://www.pitax.pl/rozlicz/0000248232/,,Fundacja Dom na Skale
,http://gardens.home.pl/autoinstalator/wordpress3/1-procent-2/,https://www.pitax.pl/pobierz/0000248232/,,Fundacja Dom na Skale
,http://gardens.home.pl/autoinstalator/wordpress3/1-procent-2/,"""http://www.pitax.pl",,Fundacja Dom na Skale
,http://www.fundacja-dom.opole.pl/,https://www.pitax.pl/krs/0000007685?,,Fundacja Dom Rodzinnej Rehabilitacji Dzieci z Porażeniem Mózgowym
,http://www.fundacja-dom.opole.pl/,https://www.pitax.pl/,,Fundacja Dom Rodzinnej Rehabilitacji Dzieci z Porażeniem Mózgowym
,http://fundacja.niepokalanki.pl/,https://www.pitax.pl/krs/0000424484/,,FUNDACJA EDUKACYJNA IMIENIA SIOSTRY WANDY GARCZYŃSKIEJ
,http://fundacja.niepokalanki.pl/,https://www.pitax.pl/,,FUNDACJA EDUKACYJNA IMIENIA SIOSTRY WANDY GARCZYŃSKIEJ
,http://fundacja.niepokalanki.pl/,https://www.iwop.pl/,,FUNDACJA EDUKACYJNA IMIENIA SIOSTRY WANDY GARCZYŃSKIEJ
,http://www.fundacja-emeryt.org/,https://www.pitax.pl/krs/0000161452/,,Fundacja Emeryt
,http://www.fundacja-emeryt.org/,https://www.pitax.pl/rozlicz/0000161452/?cel=PodajCel,,Fundacja Emeryt
,http://www.fundacja-emeryt.org/,https://www.pitax.pl/pobierz/0000161452/,,Fundacja Emeryt
,http://www.fundacja-emeryt.org/,https://www.iwop.pl/,,Fundacja Emeryt
,http://www.fundacja-emeryt.org/,https://www.pitax.pl/,,Fundacja Emeryt
,http://fundacja-energetyka.pl/news.php,https://www.pitax.pl/rozlicz/0000132934/?cel=PodajCel,,Fundacja Energetyka na rzecz Polski Południowej
,http://fundacja-energetyka.pl/news.php,https://www.pitax.pl/,,Fundacja Energetyka na rzecz Polski Południowej
,http://fundacja-energetyka.pl/news.php,https://www.iwop.pl/,,Fundacja Energetyka na rzecz Polski Południowej
,"http://fundacja-energetyka.pl/news,7,1-podatku-dla-Fundacji.html",https://www.pitax.pl/rozlicz/0000132934/?cel=PodajCel,,Fundacja Energetyka na rzecz Polski Południowej
,http://www.kreatywnydzieciak.pl/,https://www.pitax.pl/pobierz/0000349055/kreatywne%20dzieci,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://www.kreatywnydzieciak.pl/,https://www.pitax.pl/rozlicz/0000349055/kreatywne%20dzieci,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://www.kreatywnydzieciak.pl/,https://www.pitax.pl/,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://www.kreatywnydzieciak.pl/,https://www.iwop.pl/,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://kreatywnydzieciak.pl/program-pit/,https://www.pitax.pl/pobierz/0000349055/,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://kreatywnydzieciak.pl/program-pit/,https://www.pitax.pl/rozlicz/0000349055/?cel=kreatywny%20dzieciak,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://kreatywnydzieciak.pl/program-pit/,https://www.pitax.pl/rozlicz/0000349055/?cel=kreatywny%20dzieciak,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://kreatywnydzieciak.pl/program-pit/,https://www.pitax.pl/pobierz/0000349055/,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://kreatywnydzieciak.pl/program-pit/,https://www.iwop.pl/,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://kreatywnydzieciak.pl/program-pit/,https://www.pitax.pl/,,STOWARZYSZENIE KREATYWNY DZIECIAK
,http://rodzina.zsoiz-ciechanowiec.pl/,/​https:/www.pitax.pl/​,,Stowarzyszenie Rodzina w Ciechanowcu
,http://rodzina.zsoiz-ciechanowiec.pl/,http://www.iwop.pl,,Stowarzyszenie Rodzina w Ciechanowcu
,http://rodzina.zsoiz-ciechanowiec.pl/,https://www.pitax.pl/rozlicz/0000083534/,,Stowarzyszenie Rodzina w Ciechanowcu
,http://rodzina.zsoiz-ciechanowiec.pl/,https://www.pitax.pl/pobierz/0000083534/,,Stowarzyszenie Rodzina w Ciechanowcu
,http://rodzina.zsoiz-ciechanowiec.pl/,https://www.pitax.pl/krs/formularze/0000083534/,,Stowarzyszenie Rodzina w Ciechanowcu
,http://wp.fps-org.pl/,https://www.pitax.pl/,,Polska Siatkówka
,http://wp.fps-org.pl/,https://www.iwop.pl/,,Polska Siatkówka
,http://wp.fps-org.pl/?page_id=506,https://www.pitax.pl/krs/0000252569/,,Polska Siatkówka
,http://wp.fps-org.pl/?page_id=507,https://www.pitax.pl/rozlicz/0000252569/,,Polska Siatkówka
,http://wp.fps-org.pl/?page_id=508,https://www.pitax.pl/pobierz/0000252569/,,Polska Siatkówka
,http://wp.fps-org.pl/?page_id=509,https://www.pitax.pl/krs/0000252569/,,Polska Siatkówka
,http://wp.fps-org.pl/?page_id=510,https://www.pitax.pl/,,Polska Siatkówka
,http://wp.fps-org.pl/?page_id=511,https://www.iwop.pl/,,Polska Siatkówka
,http://fundacja7zyczen.pl/,https://www.pitax.pl/rozlicz?krs=0000562710&cel=&utm_source=fanimani&utm_campaign=fanimani-widget,,Fundacja Siedem Życzeń
,http://fundacja7zyczen.pl/,https://www.pitax.pl/?utm_source=fanimani&utm_campaign=fanimani-widget,,Fundacja Siedem Życzeń
,http://www.pitonline.com.pl/,https://www.pitax.pl/rozlicz/0000562710,,Fundacja Siedem Życzeń
,http://www.pitonline.com.pl/,https://www.pitax.pl/krs/formularze/0000562710,,Fundacja Siedem Życzeń
,http://www.pitonline.com.pl/,https://www.pitax.pl/pobierz/0000562710,,Fundacja Siedem Życzeń
,http://www.pitonline.com.pl/,https://www.pitax.pl/,,Fundacja Siedem Życzeń
,http://www.hospicjum.wroc.pl/program-do-rozliczania-pita,https://www.pitax.pl/pobierz/0000287982/,,Fundacja Wrocławskie Hospicjum dla Dzieci
,http://www.hospicjum.wroc.pl/program-do-rozliczania-pita,https://www.pitax.pl/rozlicz/0000287982/,,Fundacja Wrocławskie Hospicjum dla Dzieci
,http://www.hospicjum.wroc.pl/program-do-rozliczania-pita,https://www.iwop.pl/,,Fundacja Wrocławskie Hospicjum dla Dzieci
,http://www.hospicjum.wroc.pl/program-do-rozliczania-pita,https://www.pitax.pl/pity-2017/,,Fundacja Wrocławskie Hospicjum dla Dzieci
,http://www.szpitalzdrowia.pl/o-szpitalu/przyszpitalne-fundacje/fundacja-o-zdrowie-dziecka/,http://www.pitax.pl/rozlicz/0000123750,,Fundacja Uniwersyteckiego Szpitala Dziecięcego w Krakowie - O Zdrowie Dziecka
,www.szpitalzdrowia.pl/o-szpitalu/przyszpitalne-fundacje/fundacja-o-zdrowie-dziecka/1-procent-podatku/,https://www.pitax.pl/rozlicz/0000123750/,,Fundacja Uniwersyteckiego Szpitala Dziecięcego w Krakowie - O Zdrowie Dziecka
,www.szpitalzdrowia.pl/o-szpitalu/przyszpitalne-fundacje/fundacja-o-zdrowie-dziecka/1-procent-podatku/,https://www.pitax.pl/,,Fundacja Uniwersyteckiego Szpitala Dziecięcego w Krakowie - O Zdrowie Dziecka
,www.szpitalzdrowia.pl/o-szpitalu/przyszpitalne-fundacje/fundacja-o-zdrowie-dziecka/1-procent-podatku/,https://www.iwop.pl/,,Fundacja Uniwersyteckiego Szpitala Dziecięcego w Krakowie - O Zdrowie Dziecka
,http://www.hospicjumopolskie.pl/1proc.html,https://www.pitax.pl/pobierz/0000025002/,,Stowarzyszenie Hospicjum Opolskie
,http://www.hospicjumopolskie.pl/1proc.html,https://www.pitax.pl/rozlicz/0000025002/,,Stowarzyszenie Hospicjum Opolskie
,http://www.hospicjumopolskie.pl/1proc.html,https://www.iwop.pl/,,Stowarzyszenie Hospicjum Opolskie
,http://www.hospicjumopolskie.pl/1proc.html,https://www.pitax.pl/,,Stowarzyszenie Hospicjum Opolskie
,http://www.remedium-mragowo.pl,https://www.pitax.pl,,Stowarzyszenie Wielokierunkowej Pomocy Remedium
,http://www.remedium-mragowo.pl,https://www.pitax.pl/krs/formularze/0000269337/,,Stowarzyszenie Wielokierunkowej Pomocy Remedium
,http://www.remedium-mragowo.pl,https://www.pitax.pl/krs/0000269337,,Stowarzyszenie Wielokierunkowej Pomocy Remedium
,http://www.remedium-mragowo.pl,https://www.pitax.pl/krs/0000269337,,Stowarzyszenie Wielokierunkowej Pomocy Remedium
,http://fundusz.org/1-procent-dla-zdolnych-dzieci/,https://www.pitax.pl/rozlicz/0000044710/?cel=Na%20dzia%C5%82alno%C5%9B%C4%87%20po%C5%BCytku%20publicznego,,Krajowy Fundusz na rzecz Dzieci
,http://fundusz.org/1-procent-dla-zdolnych-dzieci/,https://www.pitax.pl/,,Krajowy Fundusz na rzecz Dzieci
,http://fundacjaogniwo.pl/,https://www.pitax.pl/,,Fundacja Ogniwo
,http://fundacjaogniwo.pl/,https://www.iwop.pl/,,Fundacja Ogniwo
,http://fundacjaogniwo.pl/1procent/,https://www.pitax.pl/rozlicz/0000364436/?cel=PodajCel,,Fundacja Ogniwo
,http://fundacjaogniwo.pl/1procent/,https://www.pitax.pl/pobierz/0000364436/,,Fundacja Ogniwo
,http://fundacjaogniwo.pl/1procent/,https://www.pitax.pl/,,Fundacja Ogniwo
,http://fundacjaogniwo.pl/1procent/,https://www.iwop.pl/,,Fundacja Ogniwo
,http://www.mada.org.pl/1-procent-podatku-na-rzecz-fundacji/pitax-pl-dla-opp-1-procent-podatku-dla-mady/,https://www.pitax.pl/rozlicz/0000006079/,,Fundacja Pomocy Osobom z Autyzmem MADA
,http://www.mada.org.pl/1-procent-podatku-na-rzecz-fundacji/pitax-pl-dla-opp-1-procent-podatku-dla-mady/,https://www.pitax.pl/rozlicz/0000006079/?cel=CeleStatutowe,,Fundacja Pomocy Osobom z Autyzmem MADA
,http://www.mada.org.pl/1-procent-podatku-na-rzecz-fundacji/pitax-pl-dla-opp-1-procent-podatku-dla-mady/,https://www.pitax.pl/rozlicz/0000006079/?cel=CeleStatutowe,,Fundacja Pomocy Osobom z Autyzmem MADA
,http://www.mada.org.pl/1-procent-podatku-na-rzecz-fundacji/pitax-pl-dla-opp-1-procent-podatku-dla-mady/,https://www.pitax.pl/pobierz/0000006079/,,Fundacja Pomocy Osobom z Autyzmem MADA
,http://www.mada.org.pl/1-procent-podatku-na-rzecz-fundacji/pitax-pl-dla-opp-1-procent-podatku-dla-mady/,https://www.pitax.pl/pobierz/0000006079/,,Fundacja Pomocy Osobom z Autyzmem MADA
